"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"6443","Kuen-tseng Tsai;Chyouhwa Chen","Two Algorithms for Multi-Constrained Optimal Multicast Routing,","IJCS","58","15","6443"
"6444","Chih-Jen Tseng;Chyouhwa Chen"," Exploiting the Temporal Dimention in QoS-aware Multicast Routing ,","Computer Communications pp","58","16","6444"
"6445","J Lee;S J Kyung;K S Seong;I C Park;C M Kyung","A Hierarchical Circuit Clustering Algorithm with Stable Performance,","IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","58","16","6445"
"6446","Chih-Jen Tseng;Chyouhwa Chen"," The Performance of QoS-aware Multicast Routing Protocols ","IEEE ICOIN International Conference Information Networking","58","17","6446"
"6447","J Lee;Chong-Min Kyung ; Hoon Choi ; In-Cheol Park ; Ju Hwan Yi","Exploiting Intellectual Properties in ASIP Designs for Embedded DSP Software ","DAC Design Automation Conference","58","17","6447"
"6448","Chih-Jen Tseng;Chyouhwa Chen","The Performance of QoS-aware IP Multicast Routing Protocols,","Networks SCI Scalable Coherent Interface JOHN WILEY SONS INC","58","18","6448"
"6449","J Lee;Sung-Won Lee;In-Cheol Park","Quadrature direct digital frequency synthesis using fine-grain angle rotation technique,","IEEE Electronics Letters","58","18","6449"
"6450","J Lee;S W Lee;I C Park","Low-power variable length decoder considering successive codewords,","Electronics Letters","58","19","6450"
"6451","Chyouhwa Chen"," Measurements of a Multimedia Player,","ICOIN International Conference Information Networking","58","2","6451"
"6452","J Lee;Young-Don Bae;Seong-Il Park;In-Cheol Park","A Single-Chip Programmable Platform Based on a Multithreaded Processor and Configurable Logic Clusters,","IEEE Journal of Solid State Circuits","58","2","6452"
"6453","S Lee; Chul Sung ; Sung-Bae Cho","An Effective Conversational Agent with User Modeling Based on Bayesian Network ","Web Intelligence","58","2","6453"
"6454","Y Chen; David Wilson ; Edward A Geiser ; Feng Huang ; Weihong Guo","using Prior Shape and Points in Medical Image Segmentation ","EMMCVPR Energy Minimization Methods Computer Vision and Pattern Recognition","58","2","6454"
"6455","J Lee;Sung-Won Lee;In-Cheol Park","A Low-Power Variable Length Decoder for MPEG- Based on Successive Decoding of Short Codewords,","IEEE Transactions Circuits and Systems II Analog and Digital Signal Procesing p","58","20","6455"
"6456","Jong-Yeol Lee;In-Cheol Park","Loop and Address Code Optimication for Digital Signal Processors,","IEICE Transactions Fundamentals E A p","58","21","6456"
"6457","Jong-Yeol Lee;In-Cheol Park","Loop and Address Code Optimication for DSP Instruction-Set Architectures,","ACM Transactions Design Automation of Electronic Systems p","58","22","6457"
"6458","Jong-Yeol Lee;In-Cheol Park","Performance Enhancement of Embedded Software Using Register Promotion,","IEICE","58","23","6458"
"6459","Jong-Yeol Lee;In-Cheol Park","Timed Compiled-Code Functional Simulation of Embedded Software for Performance Analysis of SOC Design,","IEEE Transactions Computer Aided Design of Integrated Circuits and Systems p","58","24","6459"
"6460","J Lee;S J Nam;I C Park;C M Kyung","Improving Dictionary-based Code Compression in VLIW Architectures,","IEICE Transactions Fundamentals of Electronics Communications and Computer Science","58","25","6460"
"6461","J Lee;In-Cheol Park;Hyeong-Ju Kang","Digital Filter Synthesis Based on an Algorithm to Generate All Minimal signed Digit Representations,","IEEE Transactions Computer Aided Design of Integrated Circuits and Systems p","58","26","6461"
"6462","J Lee;Seong-Il Park;In-Cheol Park","A Fast Three-Step Half-Pel Motion Estimation Algorithm Using Enlarged Half-Pel Search Window,","IEEE Trans Circuits and Systems for Video Technology","58","27","6462"
"6463","J Lee;Seong-Il Park;Yongseok Yi;In-Cheol Park","High Performance Memory Mode Control for HDTV Decoders,","IEEE Trans Consumer Electronics","58","28","6463"
"6464","S J Lee I C Park;C M Kyung","Path-based Branch Prediction using Signature Analysis,","Microprocessors and Microsystems","58","29","6464"
"6465","Chyouhwa Chen;Chih-Jen Tseng;Jiun-Yi Liu"," The SOT Framework Re-examined, "," th International Conference Distributed Multimedia Systems","58","3","6465"
"6466","J Lee;Y D Choi;I C Park;C M Kyung","CLASSIC : An O n -Heuristic Algorithm for Microcode Bit Optimization Based on Incompleteness Relations,","IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","58","3","6466"
"6467","S Lee; Sung-Bae Cho","Mobile robot learning by evolution of fuzzy controller ","Journal of Intelligent and Fuzzy Systems","58","3","6467"
"6468","Y Chen; David Wilson ; Edward A Geiser ; Feng Huang ; Hemant Tagare ; Kaundinya S Gopinath ; Richard W Briggs ; Sheshadri Thiruvenkadam","Using Prior Shapes in Geometric Active Contours in a Variational Framework ","International Journal of Computer Vision","58","3","6468"
"6469","J Lee;In-Cheol Park","Timed compiled-code simulation of embedded software for performance analysis of SOC design ","DAC Design Automation Conference","58","30","6469"
"6470","J Lee;S J Nam;I C Park;C M Kyung","Fast Precise Interrupt Handling without Associative Searching in Multiple Out-Of-Order Issue Processors,","IEICE Transactions Information and Systems E D P","58","31","6470"
"6471","J Lee;Myoung-Cheol Shin;In-Cheol Park","Processor-Based Turbo Interleaver for multiple Third-Generation Wireless Standars,","IEEE Communications Letters p","58","32","6471"
"6472","J Lee;Myoung-Cheol Shin;In-Cheol Park","SIMD Processor-Based Turbo Decoder Supporting Multiple Third-Generation Wireless Standards,","IEEE Tansactions Very Large Scale Integration Systems","58","33","6472"
"6473","J Lee;J H Yang;B W Kim;S J Nam;Y S Kwon;D H Lee;Y H Lee;S H Hwang;I C Park;C M Kyung","MetaCore : An Application-Specific DSP Development System,","IEEE Transactions Very Large Scale Integration Systems","58","34","6473"
"6474","J Lee;J H Yang;I C Park;C M Kyung","Path-Classified Trace Cache for Improving Hit Ratio in Wide-Issue Processor,","IEICE Transactions Information and Systems","58","35","6474"
"6475","J Lee;Yongseok Yi;In-Cheol Park","A Fixed-Point Mpeg Audio Processor Operationg at Low Frequency,","IEEE Transactions Consumer Electronics","58","36","6475"
"6476","C Chen;Chen-Liang Fang ; Deron Liang ; Fengyi Lin","A nested invocation suppression mechanism for active replication fault-tolerant CORBA ","APSEC","58","4","6476"
"6477","J Lee;H Choi;J S Kim;C W Yoon;I C Park;C M Kyung","Synthesis of Application Specific Instructions for Embedded DSP Software,"," IEEE Transactions Computers","58","4","6477"
"6478","Chen-Liang Fang;Deron Liang;Chyouhwa Chen;PuSan Lin"," A Redundant Nested Invocation Suppression Mechanism for Active Replication Fault-Tolerant Web Service ,","IEEE International Conference e Technology e and e Service","58","5","6478"
"6479","J Lee;J S Yim;C J Park;I C Park;C M Kyung","Design Verification of Complex Microprocessor,","Journal of Circuits Systems and Computers P","58","5","6479"
"6480","Deron Liang;Chen-Liang Fang;Shyan-Ming Yuan;Chyouhwa Chen;Gene Eu Jan"," A Fault-tolerant Object Service on CORBA, ","Journal of Systems and Software SCI Scalable Coherent Interface ELSEVIER SCIENCE INC","58","6","6480"
"6481","J Lee;J S Yim;I C Park;C M Kyung","Datapath layout optimization using genetic algorithm and simulated annealing,","IEE Proceedings Computers and Digital Techniques P","58","6","6481"
"6482","Deron Liang;Chen-Liang Fang;Chyouhwa Chen;Fengyi Lin","Fault tolerant web service","APSEC","58","7","6482"
"6483","J Lee;J S Yim;I C Park;C M Kyung","SEWD:A Cache Architecture to Speed up the Misaligned Instruction Prefetch, E -D,","IEICE Transactions Information and Systems P","58","7","6483"
"6484","Deron Liang;Chen-Liang Fang;Chyouhwa Chen;Ji-Chiang Tsai"," A Nested Invocation Suppression Mechanism for Active Replication Fault-tolerant CORBA, ","IEEE COMPSAC International Computer Software and Applications Conference International Computer Software and Applications Conference","58","8","6484"
"6485","J Lee;Hyeong-Ju Kang;In-Cheol Park","FIR-Filter Synthesis Algorithms for Minimizing the Delay and the Number of Adders,","IEEE Transations Circuits and Systems II Analog and Digital Signal Processing","58","8","6485"
"6486","Chih-Yen Lin;Chyouhwa Chen;Wen-Jen Ho","An Adaptive Protection Framework for MPEG base layer video streaming over the Internet","Poster presentation Packet Video","58","9","6486"
"6487","J Lee;Hyeong-Ju Kang;In-Cheol Park","SAT-Based Unbounded Symbolic Model Checking,","IEEE Transactions Computer Aided Design of Integrated Circuits and Systems","58","9","6487"
"6488","C Chen; Wen-Tzeng Huang ; Woei-kae Chen","Pancyclicity of M&ouml;bius cubes ","ICPADS International Conference Parallel and Distributed Systems","59","1","6488"
"6489","J Lee; Hyung Lee-Kwang","Fuzzy Identification of Unknown Systems Based on GA ","SEAL Simulated Evolution and Learning","59","1","6489"
"6490","S Lee;Thang N Bui;Byung-Ro Moon"," A Fast and Stable Hybrid Genetic Algorithm for the Ratio-Cut Partitioning Problem on hypergraphs "," st ACM IEEE Design Automation Conference","59","1","6490"
"6491","Y Chen; Wei-Tek Tsai","A Synthesis Approach to Developing Large Petri Nets ","ICPP International Conference Parallel Processing","59","1","6491"
"6492","S Lee;Sung-Soon Choi;Byung-Ro Moon"," Connection Network and Optimization of Interest Metric for One-to-One Marketing "," Genetic and Evolutionary Computation Conference","59","10","6492"
"6493","S Lee;Sung-Soon Choi;Byung-Ro Moon"," A Graph-Based Lamarckian-Baldwinian Hybrid for Optimal Sorting Network Problem "," IEEE Transactions Evolutionary Computation revision","59","11","6493"
"6494","S Lee;Sung-Soon Choi;Byung-Ro Moon"," A Graph Based Approach to the Sorting Network Problem "," Congress Evolutionary Computation","59","12","6494"
"6495","S Lee;Sung-Soon Choi;Byung-Ro Moon"," More effective Genetic Search for the Sorting Network Problem "," Genetic and Evolutionary Computation Conference","59","13","6495"
"6496","S Lee;Sung-Soon Choi;Byung-Ro Moon"," A New Approach to the Sorting Network Problem Evolving Parallel Layers "," Genetic and Evolutionary Computation Conference","59","14","6496"
"6497","S Lee;Sung-Soon Choi;Byung-Ro Moon"," Normalization in Genetic Algorithms "," Genetic and Evolutionary Computation Conference","59","15","6497"
"6498","S Lee;Yoon-Seok Choi;Byung-Ro Moon"," Parameter Optimization by a Genetic Algorithm for Pitch Tracking System "," Genetic and Evolutionary Computation Conference","59","16","6498"
"6499","S Lee;Sung-Soon Choi;Byung-Ro Moon"," Optimized Interest Metric of Rules and One-to-One Marketing "," Genetic and Evolutionary Computation Conference p","59","17","6499"
"6500","S Lee;Sung-Soon Choi;Byung-Ro Moon"," Isomorphism, normalization and a genetic algorithm for sorting network "," Genetic and Evolutionary Computation Conference","59","18","6500"
"6501","S Lee;Inki Hong;Andrew B Kahng;Byung-Ro Moon"," Exploiting Synergies of Multiple Crossover "," IEEE International Conference Evolutinary Computing","59","19","6501"
"6502","C Chen; Wen-Tzeng Huang ; Woei-kae Chen","On the Fault-Tolerant Pancyclicity of Crossed Cubes ","ICPADS International Conference Parallel and Distributed Systems","59","2","6502"
"6503","J Lee; Hyung Lee-Kwang","Comparison of fuzzy values on a continuous domain ","Fuzzy Sets and Systems","59","2","6503"
"6504","S Lee;Thang N Bui;Byung-Ro Moon"," A Genetic Algorithm for a Special Class of the Quadratic Assignment Problem "," The Quadratic Assignment and Related problems DIMACS Series Discrete Mathematics and Theoretical Computer Science","59","2","6504"
"6505","Y Chen; Chungti Liang ; Wei-Tek Tsai","Embedding of Linear Array and Binary Tree in Cubical Ring Connected Cycles Networks ","ICPP International Conference Parallel Processing","59","2","6505"
"6506","S Lee;Inki Hong;Andrew B Kahng;Byung-Ro Moon"," Improved Large-Step Markov Chain Variants for the Symmetric TSP "," Journal of Heuristics","59","20","6506"
"6507","S Lee;Soonchul Jung;Byung-Ro Moon"," A Hybrid Genetic Algorithm for the Vehicle Routing Problem Time Windows "," Genetic and Evolutionary Computation Conference","59","21","6507"
"6508","S Lee;Soonchul Jung;Byung-Ro Moon"," The Natural Crossover for the D Euclidean TSP "," Genetic and Evolutionary Computation Conference","59","22","6508"
"6509","S Lee;Soonchul Jung;Byung-Ro Moon"," Toward Minimal Restriction of Genetic Encoding and Crossovers for the D Euclidean TSP "," IEEE Transactions Evolutionary Computation","59","23","6509"
"6510","S Lee;So-Jin Kang;Byung-Ro Moon"," A Hybrid Genetic Algorithm for Multiway Graph Partitioning "," Genetic and Evolutionary Computation Conference","59","24","6510"
"6511","S Lee;Jong-Pil Kim;Byung-Ro Moon"," Circuit Bipartitioning Using Genetic Algorithm "," Genetic and Evolutionary Computation Conference","59","25","6511"
"6512","S Lee;Jung-Hwan Kim;Byung-Ro Moon"," Adaptive Elevator Group Control Cameras "," IEEE Transactions Industrial Electronics","59","26","6512"
"6513","S Lee;Jung-Hwan Kim;Byung-Ro Moon"," Adaptive and Dynamic Elevator Group Control a Genetic Algorithm "," Genetic and Evolutionary Computation Conference","59","27","6513"
"6514","S Lee;Jung-Hwan Kim;Byung-Ro Moon"," Genetic Elevator Group Control "," Genetic and Evolutionary Computation Conference","59","28","6514"
"6515","S Lee;Su-Hyang Kim;Yong-Hyuk Kim;Byung-Ro Moon"," A Hybrid Genetic Algorithm for the MAX CUT Problem "," Genetic and Evolutionary Computation Conference","59","29","6515"
"6516","J Lee; Hyung Lee-Kwang","Distributed and cooperative fuzzy controllers for traffic intersections group ","IEEE Transactions Systems Man and Cybernetics Part C","59","3","6516"
"6517","S Lee;Thang N Bui;Byung-Ro Moon"," Genetic Algorithm and Graph Partitioning "," IEEE Trans Computers","59","3","6517"
"6518","Y Chen; Daniel Y Chao ; W T Tsai","Dependency Analysis - A Petri-Net-Based Technique for Synthesizing Large Concurrent Systems ","IEEE Trans Parallel Distrib Syst","59","3","6518"
"6519","S Lee;Jong-Pil Kim;Byung-Ro Moon"," A Hybrid Genetic Search for Circuit Bipartitioning "," Genetic and Evolutionary Computation Conference p","59","30","6519"
"6520","S Lee;Jong-Pil Kim;Byung-Ro Moon"," A Hybrid Genetic Search for Multi-way Graph Partitioning Based on Direct Partitioning "," Genetic and Evolutionary Computation Conference","59","31","6520"
"6521","S Lee;Yong-Hyuk Kim;Byung-Ro Moon"," A Hybrid Genetic Search for the Graph Partitioning Based in Lock Gain "," Genetic and Evolutionary Computation Conference","59","32","6521"
"6522","S Lee;Jung-Hwan Kim;Byung-Ro Moon"," A Hybrid Neuro-Genetic Approach for Handwritten Character Recognetion "," IEEE Transactions Systems Man and Cybernetics revision","59","33","6522"
"6523","S Lee;Yong-Hyuk Kim;Byung-Ro Moon"," Visualization of the Fitness Landscape, a steady genetic search and Schema "," Genetic and Evolutionary Computation Conference p","59","34","6523"
"6524","S Lee;Yong-Hyuk Kim;Byung-Ro Moon"," Lock Gain Based Graph Partitioning "," Journal of Heuristics","59","35","6524"
"6525","S Lee;Yong-Hyuk Kim;Byung-Ro Moon"," Multi-Campaign Assignment Problem "," to IEEE Transactions Knowledge and Data Engineering","59","36","6525"
"6526","S Lee;Yong-Hyuk Kim;Byung-Ro Moon"," Multi-Campaign Assignment Problem and Optimizing Lagrange Multipliers "," Genetic and Evolutionary Computation Conference","59","37","6526"
"6527","S Lee;Yong-Hyuk Kim;Byung-Ro Moon"," Investigation of the Fitness Landscapeds in Graph Bipartitioning "," to Journal of Heuristics","59","38","6527"
"6528","S Lee;Yong-Hyuk Kim;Byung-Ro Moon"," Investigation of the Fitness Landscapes and Multi-Parent Crossover for Graph Bipartitioning "," Genetic and Evolutionary Computation Conference","59","39","6528"
"6529","S Lee;Thang N Bui;Byung-Ro Moon"," GRCA : A Hybrid Genetic Algorithm for Circuit Ratio-Cut Partitioning "," IEEE Transactions CAD","59","4","6529"
"6530","S Lee;Jung-Hwan Kim;Byung-Ro Moon"," New Usage of SOM for Genetic Algorithms "," Genetic and Evolutionary Computation Conference","59","40","6530"
"6531","S Lee;Yong-Hyuk Kim;Byung-Ro Moon"," New Usage of Sammon's Mapping for Genetic Visualization "," Genetic and Evolutionary Computation Conference","59","41","6531"
"6532","S Lee;Jung-Hwan Kim;Byung-Ro Moon"," Neuron Reordering for Better Neuro-Genetic Hybrids "," Genetic and Evolutionary Computation Conference","59","42","6532"
"6533","S Lee;Yong-Hyuk Kim;Yung-Keun Kwon;Byung-Ro Moon"," Problem-Independent Schema Synthesis for Genetic Algorithms "," Genetic and Evolutionary Computation Conference","59","43","6533"
"6534","Yong-Hyuk Kim;Seung-Kyu Lee;Byung-Ro Moon"," Optimizing the Order of Taxon Addition in Phylogenetic Tree Construction Using Genetic Algorithm "," Genetic and Evolutionary Computation Conference","59","44","6534"
"6535","S Lee;Yung-Keun Kwon;Byung-Ro Moon"," Daily Stock Prediction Using Neuro-Genetic Hybrids "," Genetic and Evolutionary Computation Conference","59","45","6535"
"6536","S Lee;Yung-Keun Kwon;Byung-Ro Moon"," Function Approximation a Genetic Nonlinear Least Square Hybrid "," to Journal of Soft Computing","59","46","6536"
"6537","S Lee;Yung-Keun Kwon;Sung-Deok Hong;Byung-Ro Moon"," A genetic hybrid for CHF function approximation "," Genetic and Evolutionary Computation Conference Nominated for the best paper award","59","47","6537"
"6538","S Lee;Yung-Keun Kwon;Byung-Ro Moon;Sung-Deok Hong"," Upgarading the Fuel Bundle CHF Correlation Using a Nonlinear Hybrid Genetic Algorithm "," Third Korea Symposium Nuclear Thermal Hydraulics and Safety","59","48","6538"
"6539","S Lee;Yung-Keun Kwon;Byung-Ro Moon"," Personalized Email Marketing a Genetic Programming Circuit Model "," Genetic and Evolutionary Computation Conference","59","49","6539"
"6540","S Lee;Thang N Bui;Byung-Ro Moon"," Hyperplane Synthesis for Genetic Algorithms "," Fifth International Conference Genetic Algorithms","59","5","6540"
"6541","Seung-Kyu Lee;Yong-Hyuk Kim;Byung-Ro Moon"," Finding the Optimal Gene Order in Displaying Microarray Data "," Genetic and Evolutionary Computation Conference","59","50","6541"
"6542","Seong-Kyu Lee;Dong-Il Seo;Byung-Ro Moon"," A hybrid genetic algorithm for the optimal hexagonal tortise problem "," Genetic and Evolutionary Computation Conference p","59","51","6542"
"6543","S Lee;Byung-Jung Lee;Byung-Ro Moon;Chi-Soo Wu"," Optimization of Multi-Way Clustering and Retrieval Using Genetic Algorithms in Reusable Class Library "," Asia Pacific Software Engineering Conference","59","52","6543"
"6544","Sang-Yon Lee;Byung-Ro Moon"," Search Improvement by Genetic Algorithms a Semiotic Network "," Genetic and Evolutionary Computation Conference","59","53","6544"
"6545","S Lee;Byung-Ro Moon;Chun-Kyung Kim"," Dynamic Embedding for Genetic VLSI Circuit Patitioning "," Engineering Applications of Artificial Intelligence","59","54","6545"
"6546","S Lee;Byung-Ro Moon;Heung-Nam Kim"," Effective Genetic Encoding Two-Dimensional Embedding Heuristic "," Journal of Knowledge Based Intelligent Engineering Systems","59","55","6546"
"6547","S Lee;Byung Ro Moon ; Yong-Hyuk Kim","Finding the Optimal Gene Order in Displaying Microarray Data ","GECCO The Genetic and Evolutionary Computation Conference","59","56","6547"
"6548","S Lee;Byung-Ro Moon;Chun-Kyung Kim"," Genetic VLSI Circuit Partitioning Dynamic Embedding "," Int Conference Conventional and Knowledge Based Intelligent Electronic Systems","59","57","6548"
"6549","Byung-Ro Moon;Yun-Sik Lee;Chun-Kyung Kim"," Genetic VLSI Circuit Partitioning Two-Dimensional Geographic Crossover and Zigzag Mapping "," th Annual ACM Symposium Applied Computing","59","58","6549"
"6550","Byung-Ro Moon;Yun-Sik Lee;Chun-Kyung Kim"," GEORG : VLSI Circuit Partitioner a New Genetic Algorithm Framework "," Journal of Intelligent Manufacturing","59","59","6550"
"6551","S Lee;Thang N Bui;Byung-Ro Moon"," Analyzing Hyperplane Synthesis in Genetic Algorithms Using Clusterd Schemata "," Parallel Problem Solving from Nature III Lecture Notes Computer Science","59","6","6551"
"6552","S Lee;Byung Ro Moon ; Dong-il Seo","A Hybrid Genetic Algorithm For Optimal Hexagonal Tortoise Problem ","GECCO The Genetic and Evolutionary Computation Conference","59","60","6552"
"6553","S Lee;Byung-Ro Moon"," Hybrid Genetic Algorithms Hyperplane Synthesis "," A Theoretical and Empirical Study Ph D Thesis The State University University Park","59","61","6553"
"6554","S Lee;Byung Ro Moon ; Yong-Hyuk Kim","Optimizing the Order of Taxon Addition in Phylogenetic Tree Construction Using Genetic Algorithm ","GECCO The Genetic and Evolutionary Computation Conference","59","62","6554"
"6555","S Lee;Byung-Ro Moon;Chun-Kyung Kim"," A Two-Dimensional Embedding of Graphs for Genetic Algorithms "," International Conference Genetic Algorithms","59","63","6555"
"6556","S Lee;Byung-Ro Moon;Andrew B Kahng"," Toward More Powerful Recombinations "," International Conference Genetic Algorithms","59","64","6556"
"6557","Il-Seok Oh;Jin-Seon Lee;Byung-Ro Moon"," Local search-embedded genetic algorithms for feature selection "," International Conference Pattern Recognition","59","65","6557"
"6558","S Lee;Jaewon Oh;Hyokyung Bahn;Chisu Wu;Kern Koh;Byung-Ro Moon"," Real-Time Task Scheduling Multiobjective Genetic Algorithms in Multiprocessor Systems "," th IASTED International Conference Applied Information","59","66","6558"
"6559","S Lee;Eun-Jong Park;Byung-Ro Moon"," Genetic Search for Fixed Channel Assignment Problem Limited Bandwidth "," Genetic and Evolutionary Computation Conference","59","67","6559"
"6560","S Lee;Sung-Kyu Park;Byung-Ro Moon"," Large-Step Markov Chain for Mask Design "," International Symposium Intelligent Automation and Control","59","68","6560"
"6561","S Lee;Dong-Il Seo;Byung-Ro Moon"," A Hybrid Genetic Algorithm Based on Complete Graph Representation for the Sequential Ordering Problem "," Genetic and Evolutionary Computation Conference","59","69","6561"
"6562","S Lee;Thang N Bui;Byung-Ro Moon"," On Multi-Dimensional Encoding/Crossover "," International Conference Genetic Algorithms","59","7","6562"
"6563","S Lee;Dong-Il Seo;Byung-Ro Moon"," Voronoi Quantized Crossover for Traveling Salesman Problem "," Genetic and Evolutionary Computation Conference Nominated for the best paper award","59","70","6563"
"6564","S Lee;Dong-Il Seo;Byung-Ro Moon"," Quantitative Analysis of Gene Epistasis and Voronois Quantized Crossover for the Traveling Salesman Problem "," to IEEE Transactions Evolutionary Computation","59","71","6564"
"6565","S Lee;Dong-Il Seo;Yong-Hyuk Kim;Byung-Ro Moon"," New Entropy-Based Measures of Gene Significance and Epistasis "," Genetic and Evolutionary Computation Conference","59","72","6565"
"6566","S Lee;Dong-Il Seo;Byung-Ro Moon"," A Survey on Chromosomal Structures and Operators for Exploiting Topological Linkages of Genes "," Genetic and Evolutionary Computation Conference","59","73","6566"
"6567","S Lee;Seung-jin Yang;Yong-Geon Kim;Yung-Keun Kwon;Byung-Ro Moon"," Assignment Copy Detection Using Neuro-Genetic Hybrids "," Genetic and Evolutionary Computation Conference","59","74","6567"
"6568","S Lee;Hyun-Sook Yoon;Byung-Ro Moon"," An Emprical Study on the Synergy of Multiple Crossover Operators "," IEEE Transactions Evolutionary Computation","59","75","6568"
"6569","S Lee;Hyun-Sook Yoon;Byung-Ro Moon"," Synergy of Multiple Crossovers in a Genetic Algorithm "," Genetic and Evolutionary Computation Conference","59","76","6569"
"6570","S Lee;Thang N Bui;Byung-Ro Moon"," A New Genetic Approach for The Traveling Salesman Problem "," IEEE Conference Evolutionary Computation","59","8","6570"
"6571","S Lee;Heemahn Choe;Sung-Soon Choi;Byung-Ro Moon"," A Hybrid Genetic Algorithm for the Hexagonal Tortoise Problems "," Genetic and Evolutionary Computation Conference","59","9","6571"
"6572","A Kumar; A R Naseer ; C S Ajay ; D Harikrishna ; M Balakrishnan ; M Karunakaran ; Shashi Kumar ; V Mudgil","High Level Design Experiences with IDEAS ","VLSI Very Large Scale Integration Design","6","1","6572"
"6573","C Chen;","A Hybrid Approach of the Standard Clock Method and Event Scheduling Approach for General Discrete Event Simulation ","Winter Simulation Conference","6","1","6573"
"6574","D Johnson; Joshua D Guttman","Three Applications of Formal Methods at MITRE ","FME Formal Methods Europe","6","1","6574"
"6575","Dong Un An;Gil Chang Kim;Jong-Hyeok Lee","Corpus-Based Modality Generation for Korean Predicates,","Literary and Linguistic Computing","6","1","6575"
"6576","EHernan Aguirre;Kiyoshi Tanaka;Tatsuo Sugimura","Accelerated Image Halftoning Technique Using Improved Genetic Algorithm"," IEICE Trans Fundamentals E A","6","1","6576"
"6577","J Robinson; Andrew C Jones ; Frank A Bisby ; Iain Sutherland ; Richard J White ; Sue M Brandt ; Suzanne M Embury ; W A Gray","Assisting the Integration of Taxonomic Data: The LITCHI Toolkit ","ICDE International Conference Data Engineering","6","1","6577"
"6578","J Smith; ","Large-Scale Knowledge Systems ","Wissensbasierte Systeme","6","1","6578"
"6579","M Brown;Rafal Bogacz","Capacity of perirhinal cortex network for recognising frequently repeating stimuli ","Neurocomputing","6","1","6579"
"6580","M Jones; Jason Eisner","A Probabilistic Parser Applied to Software Testing Documents ","AAAI National Conference Artificial Intelligence","6","1","6580"
"6581","M Miller; Dennis J Underwood ; Robert P Sheridan ; Simon K Kearsley","FLOG: A system to select 'quasi-flexible' ligands complementary to a receptor of known three-dimensional structure ","Journal of Computer Aided Molecular Design","6","1","6581"
"6582","P Devanbu; Y-F Chen; E Gansner; H Müller; J Martin ","CHIME: Customizable Hyperlink Insertion and Maintenance Engine for Software Engineering Environments ","Proceedings of the International Conference Software Engineering Los Angeles Computer Animation","6","1","6582"
"6583","S Lee; Andrew Sohn ; Jean-Luc Gaudiot","Data-Driven Multiprocessor Implementation of the Rete Match Algorithm ","ICPP International Conference Parallel Processing","6","1","6583"
"6584","Y Chen;Angelos Bilas ; Cezary Dubnicki ; Kai Li ; Stefanos N Damianakis","UTLB: A Mechanism for Address Translation on Network Interfaces ","ASPLOS Architectural Support for Programming Languages and Operating Systems","6","1","6584"
"6585","J Lee;Mi-Young Kim ; Sin-Jae Kang","Resolving Ambiguity in Inter-chunk Dependency Parsing ","NLPRS Natural Language Processing Pacific Rim Symposium","6","10","6585"
"6586","J Smith; ","A Normal Form for Abstract Syntax ","VLDB Very Large Data Bases","6","10","6586"
"6587","Johannes Martin; Hausi Müller D","Discovering Implicit Inheritance Relations in Non Object-Oriented Code ","Advances Software Engineering Comprehension Evaluation and Evolution Edited by Erdogmus Tanir e Springer Verlag New ISBN","6","10","6587"
"6588","K Inoue;S E Chick; Chun-Hung Chen"," An Empirical Evaluation of Several Methods to Select the Best System, ","ACM Transitions Modeling and Computer Simulation","6","10","6588"
"6589","K Tanaka;Hern&aacute;n E Aguirre ; Shinjiro Oshita ; Tatsuo Sugimura","Halftone Image Generation with Improved Multiobjective Genetic Algorithm ","EMO Evolutionary Multi Criterion Optimization","6","10","6589"
"6590","M Brown;Christophe G Giraud-Carrier ; Rafal Bogacz","A Familiarity Discrimination Algorithm Inspired by Computations of the Perirhinal Cortex ","Emergent Neural Computational Architectures Based Neuroscience","6","10","6590"
"6591","S Lee; Hadi Moradi","Disassembly Sequencing and Assembly Sequence Verification Using Force Flow Networks ","ICRA International Conference Robotics and Automation","6","10","6591"
"6592","Stefanos Damianakis;Yuqun Chen;Edward Felten ","Reducing Waiting Costs in User-Level Communication ","Appears International Parallel Processing Symposium Switzeland","6","10","6592"
"6593","J Lee;Byung-Kwan Kwak ; Geunbae Lee ; Jee-Hyub Kim ; Seungwoo Lee","A Corpus-Based Learning Method of Compound Noun Indexing Rules for Korean ","Information Retrieval","6","11","6593"
"6594","J Lin;E Yücesan;S E Chick; Chun-Hung Chen"," Simulation Budget Allocation for Further Enhancing the Efficiency of Ordinal Optimization, ","Journal of Discrete Event Dynamic Systems Theory and Applications","6","11","6594"
"6595","J Smith; Chyuan Shiun Lin ; Diane C P Smith","The Design of a Rotating Associative Array Memory for a Relational Database Management Application ","VLDB Very Large Data Bases","6","11","6595"
"6596","K Tanaka;Hern&aacute;n E Aguirre","Parallel Varying Mutation in Deterministic and Self-adaptive GAs ","PPSN Parallel Problem Solving from Nature","6","11","6596"
"6597","Ludger Martin; Anke Giesl; Johannes Martin ","Dynamic Component Program Visualisation ","Proceedings of the th Working Conference for Reverse Engineering","6","11","6597"
"6598","M Brown;Christophe G Giraud-Carrier ; Rafal Bogacz","Model of co-operation between recency, familiarity and novelty neurons in the perirhinal cortex ","Neurocomputing","6","11","6598"
